,ID,innings,total_run,batters,bowlers,Venue
1182,598033,1,55,['AM Rahane' 'RA Tripathi'],['AF Milne' 'S Badree' 'S Aravind' 'SR Watson'],Wankhede Stadium
1183,598033,2,42,['V Kohli' 'Mandeep Singh' 'AB de Villiers'],['JD Unadkat' 'SN Thakur' 'DT Christian' 'BA Stokes'],Wankhede Stadium
1184,598032,1,53,['SV Samson' 'SW Billings'],['NM Coulter-Nile' 'CR Woakes' 'UT Yadav' 'SP Narine' 'Kuldeep Yadav'],Sawai Mansingh Stadium
1185,598032,2,49,['G Gambhir' 'C de Grandhomme' 'RV Uthappa' 'MK Pandey' 'YK Pathan'],['Z Khan' 'PJ Cummins' 'CH Morris'],Sawai Mansingh Stadium
1186,598031,1,29,['DA Warner' 'S Dhawan' 'MC Henriques'],['Sandeep Sharma' 'I Sharma' 'MM Sharma'],Eden Gardens
1187,598031,2,51,['HM Amla' 'GJ Maxwell' 'M Vohra' 'EJG Morgan'],['B Kumar' 'BB Sran' 'S Kaul' 'Mohammad Nabi' 'Rashid Khan'],Eden Gardens
1188,598030,1,45,['CH Gayle' 'V Kohli'],['DS Kulkarni' 'Basil Thampi' 'AJ Tye' 'RA Jadeja'],"MA Chidambaram Stadium, Chepauk"
1189,598030,2,57,['DR Smith' 'BB McCullum' 'SK Raina' 'AJ Finch'],['P Negi' 'YS Chahal' 'S Aravind'],"MA Chidambaram Stadium, Chepauk"
1190,598029,1,39,['DA Warner' 'S Dhawan' 'KS Williamson'],['J Yadav' 'CH Morris' 'Z Khan' 'PJ Cummins'],Eden Gardens
1191,598029,2,56,['SV Samson' 'SW Billings' 'KK Nair'],['B Kumar' 'Mohammed Siraj' 'S Kaul' 'Rashid Khan'],Eden Gardens
1192,598028,1,46,['HM Amla' 'SE Marsh' 'WP Saha'],['HH Pandya' 'MJ McClenaghan' 'Harbhajan Singh' 'SL Malinga'],Himachal Pradesh Cricket Association Stadium
1193,598028,2,82,['PA Patel' 'JC Buttler' 'N Rana'],['Sandeep Sharma' 'I Sharma' 'MM Sharma' 'MP Stoinis'],Himachal Pradesh Cricket Association Stadium
1194,598027,1,65,['SP Narine' 'G Gambhir' 'RV Uthappa'],['P Kumar' 'JP Faulkner' 'Basil Thampi' 'SK Raina' 'DS Kulkarni'],M Chinnaswamy Stadium
1195,598027,2,72,['AJ Finch' 'BB McCullum' 'SK Raina'],['Shakib Al Hasan' 'SP Narine' 'NM Coulter-Nile'],M Chinnaswamy Stadium
1196,598026,1,48,['PA Patel' 'JC Buttler' 'N Rana' 'RG Sharma'],['K Rabada' 'CH Morris' 'Z Khan'],"MA Chidambaram Stadium, Chepauk"
1197,598026,2,23,"['SV Samson' 'AP Tare' 'KK Nair' 'SS Iyer' 'CJ Anderson' 'RR Pant'
 'K Rabada']",['MG Johnson' 'MJ McClenaghan' 'JJ Bumrah'],"MA Chidambaram Stadium, Chepauk"
1198,598025,1,45,['DA Warner' 'S Dhawan'],['JD Unadkat' 'Washington Sundar' 'BA Stokes' 'SN Thakur'],"Punjab Cricket Association Stadium, Mohali"
1199,598025,2,55,['AM Rahane' 'RA Tripathi' 'SPD Smith'],['B Kumar' 'Bipul Sharma' 'Mohammed Siraj' 'S Kaul'],"Punjab Cricket Association Stadium, Mohali"
1200,598024,1,50,['M Vohra' 'HM Amla' 'SE Marsh'],['SS Agarwal' 'NB Singh' 'SK Raina' 'Basil Thampi' 'AJ Tye'],Feroz Shah Kotla
1201,598024,2,50,['BB McCullum' 'AJ Finch' 'SK Raina' 'KD Karthik'],['Sandeep Sharma' 'MM Sharma' 'T Natarajan' 'KC Cariappa'],Feroz Shah Kotla
1202,598023,1,65,['SP Narine' 'G Gambhir' 'RV Uthappa'],['S Badree' 'TS Mills' 'S Aravind' 'STR Binny'],M Chinnaswamy Stadium
1203,598023,2,39,"['CH Gayle' 'V Kohli' 'Mandeep Singh' 'AB de Villiers' 'KM Jadhav'
 'STR Binny']",['NM Coulter-Nile' 'UT Yadav'],M Chinnaswamy Stadium
1204,598022,1,48,['AM Rahane' 'RA Tripathi'],['MG Johnson' 'MJ McClenaghan' 'KV Sharma' 'JJ Bumrah'],Eden Gardens
1205,598022,2,44,['PA Patel' 'JC Buttler' 'N Rana'],['Washington Sundar' 'SN Thakur' 'JD Unadkat' 'BA Stokes'],Eden Gardens
1206,598021,1,57,['AM Rahane' 'RA Tripathi'],['UT Yadav' 'CR Woakes' 'SP Narine'],"Rajiv Gandhi International Stadium, Uppal"
1207,598021,2,45,['SP Narine' 'G Gambhir' 'RV Uthappa'],['JD Unadkat' 'SN Thakur' 'Washington Sundar' 'DT Christian'],"Rajiv Gandhi International Stadium, Uppal"
1208,598020,1,35,['CH Gayle' 'V Kohli' 'AB de Villiers' 'TM Head' 'KM Jadhav'],['NB Singh' 'Basil Thampi' 'AJ Tye'],Feroz Shah Kotla
1209,598020,2,49,['Ishan Kishan' 'BB McCullum' 'SK Raina' 'AJ Finch'],['S Badree' 'S Aravind'],Feroz Shah Kotla
1210,598019,1,53,['SV Samson' 'KK Nair' 'SS Iyer'],['NM Coulter-Nile' 'UT Yadav' 'CR Woakes' 'SP Narine' 'Kuldeep Yadav'],Sawai Mansingh Stadium
1211,598019,2,47,['SP Narine' 'G Gambhir' 'RV Uthappa'],['Z Khan' 'K Rabada' 'CJ Anderson' 'CH Morris' 'PJ Cummins'],Sawai Mansingh Stadium
1212,598018,1,60,['DA Warner' 'S Dhawan'],['I Sharma' 'Anureet Singh' 'MM Sharma' 'AR Patel'],Maharashtra Cricket Association Stadium
1213,598018,2,59,['MJ Guptill' 'M Vohra' 'SE Marsh' 'GJ Maxwell'],['B Kumar' 'A Nehra' 'S Kaul' 'DJ Hooda'],Maharashtra Cricket Association Stadium
1214,598017,1,43,['AM Rahane' 'RA Tripathi' 'SPD Smith'],['AF Milne' 'S Badree' 'S Aravind' 'YS Chahal'],M Chinnaswamy Stadium
1215,598017,2,39,['TM Head' 'V Kohli' 'AB de Villiers' 'KM Jadhav'],['DL Chahar' 'JD Unadkat' 'LH Ferguson' 'DT Christian'],M Chinnaswamy Stadium
1216,598016,1,48,['Ishan Kishan' 'BB McCullum' 'SK Raina' 'AJ Finch' 'KD Karthik'],['MJ McClenaghan' 'SL Malinga' 'Harbhajan Singh' 'JJ Bumrah'],"Punjab Cricket Association Stadium, Mohali"
1217,598016,2,61,['PA Patel' 'JC Buttler' 'N Rana'],['Basil Thampi' 'JP Faulkner' 'IK Pathan' 'Ankit Soni' 'SK Raina' 'AJ Tye'],"Punjab Cricket Association Stadium, Mohali"
1218,598015,1,25,['SV Samson' 'SW Billings' 'KK Nair' 'SS Iyer' 'RR Pant'],['Sandeep Sharma' 'T Natarajan' 'MM Sharma'],"MA Chidambaram Stadium, Chepauk"
1219,598015,2,50,['MJ Guptill' 'HM Amla'],['Mohammed Shami' 'K Rabada' 'CH Morris'],"MA Chidambaram Stadium, Chepauk"
1220,598014,1,79,['DA Warner' 'S Dhawan'],"['NM Coulter-Nile' 'UT Yadav' 'CR Woakes' 'YK Pathan' 'SP Narine'
 'Kuldeep Yadav']",Sawai Mansingh Stadium
1221,598014,2,44,['SP Narine' 'G Gambhir' 'RV Uthappa' 'MK Pandey'],['B Kumar' 'Mohammed Siraj' 'S Kaul' 'MC Henriques'],Sawai Mansingh Stadium
1222,598013,1,52,['V Kohli' 'Mandeep Singh' 'TM Head' 'AB de Villiers'],['MJ McClenaghan' 'SL Malinga' 'HH Pandya' 'KV Sharma' 'JJ Bumrah'],Eden Gardens
1223,598013,2,55,['PA Patel' 'N Rana' 'JC Buttler'],['A Choudhary' 'YS Chahal' 'AF Milne' 'S Aravind'],Eden Gardens
1224,598012,1,55,['Ishan Kishan' 'BB McCullum'],['JD Unadkat' 'Washington Sundar' 'BA Stokes' 'Imran Tahir'],"MA Chidambaram Stadium, Chepauk"
1225,598012,2,43,['AM Rahane' 'SPD Smith' 'RA Tripathi' 'MK Tiwary' 'BA Stokes'],['PJ Sangwan' 'Basil Thampi' 'JP Faulkner'],"MA Chidambaram Stadium, Chepauk"
1226,598011,1,66,['DA Warner' 'S Dhawan' 'KS Williamson'],['J Yadav' 'K Rabada' 'CH Morris' 'Mohammed Shami'],Wankhede Stadium
1227,598011,2,62,['SV Samson' 'KK Nair' 'RR Pant'],['B Kumar' 'Mohammed Siraj' 'S Kaul' 'MC Henriques'],Wankhede Stadium
1228,598010,1,41,['SP Narine' 'G Gambhir' 'SP Jackson' 'MK Pandey'],['JD Unadkat' 'BA Stokes' 'Washington Sundar'],Feroz Shah Kotla
1229,598010,2,74,['AM Rahane' 'RA Tripathi' 'SPD Smith'],['NM Coulter-Nile' 'UT Yadav' 'CR Woakes'],Feroz Shah Kotla
1230,598009,1,58,['DR Smith' 'BB McCullum' 'SK Raina' 'KD Karthik'],['S Nadeem' 'K Rabada' 'PJ Cummins' 'Mohammed Shami'],Subrata Roy Sahara Stadium
1231,598009,2,63,['SV Samson' 'KK Nair' 'RR Pant'],['PJ Sangwan' 'Basil Thampi' 'JP Faulkner'],Subrata Roy Sahara Stadium
1232,598008,1,35,['HM Amla' 'MJ Guptill' 'SE Marsh' 'M Vohra'],['A Choudhary' 'S Aravind' 'SR Watson' 'S Badree'],M Chinnaswamy Stadium
1233,598008,2,46,['Mandeep Singh' 'CH Gayle' 'V Kohli' 'AB de Villiers' 'KM Jadhav'],['Sandeep Sharma' 'T Natarajan' 'VR Aaron'],M Chinnaswamy Stadium
1234,598007,1,35,['AM Rahane' 'RA Tripathi' 'SPD Smith'],['B Kumar' 'A Nehra' 'S Kaul' 'Rashid Khan' 'MC Henriques'],"Punjab Cricket Association Stadium, Mohali"
1235,598007,2,47,['DA Warner' 'S Dhawan' 'KS Williamson' 'Yuvraj Singh'],['JD Unadkat' 'Washington Sundar' 'BA Stokes'],"Punjab Cricket Association Stadium, Mohali"
1236,598006,1,60,['LMP Simmons' 'PA Patel'],['Z Khan' 'K Rabada' 'PJ Cummins'],Wankhede Stadium
1237,598006,2,35,"['SV Samson' 'KK Nair' 'SS Iyer' 'RR Pant' 'CJ Anderson' 'MN Samuels'
 'PJ Cummins']",['MJ McClenaghan' 'SL Malinga' 'JJ Bumrah' 'Harbhajan Singh'],Wankhede Stadium
1238,598005,1,40,['CH Gayle' 'V Kohli' 'Mandeep Singh' 'AB de Villiers' 'TM Head'],['UT Yadav' 'CR Woakes' 'SP Narine'],Sawai Mansingh Stadium
1239,598005,2,105,['CA Lynn' 'SP Narine'],['A Choudhary' 'S Badree' 'YS Chahal' 'S Aravind'],Sawai Mansingh Stadium
1240,598004,1,44,['MJ Guptill' 'HM Amla' 'SE Marsh'],['PJ Sangwan' 'DS Kulkarni' 'Basil Thampi' 'JP Faulkner'],"Rajiv Gandhi International Stadium, Uppal"
1241,598004,2,58,['DR Smith' 'Ishan Kishan'],['Sandeep Sharma' 'MM Sharma' 'VR Aaron'],"Rajiv Gandhi International Stadium, Uppal"
1242,598003,1,36,['LMP Simmons' 'PA Patel' 'N Rana' 'RG Sharma'],['B Kumar' 'Mohammad Nabi' 'Mohammed Siraj' 'S Kaul'],Subrata Roy Sahara Stadium
1243,598003,2,43,['DA Warner' 'S Dhawan' 'MC Henriques'],['Harbhajan Singh' 'MJ McClenaghan' 'SL Malinga' 'JJ Bumrah'],Subrata Roy Sahara Stadium
1244,598002,1,41,['MJ Guptill' 'M Vohra' 'SE Marsh' 'WP Saha'],['UT Yadav' 'C de Grandhomme' 'SP Narine'],"MA Chidambaram Stadium, Chepauk"
1245,598002,2,61,['SP Narine' 'CA Lynn' 'G Gambhir'],['Sandeep Sharma' 'MJ Henry' 'MM Sharma' 'AR Patel'],"MA Chidambaram Stadium, Chepauk"
1246,598001,1,50,['DR Smith' 'Ishan Kishan' 'SK Raina' 'KD Karthik'],['Z Khan' 'Mohammed Shami' 'PJ Cummins'],Feroz Shah Kotla
1247,598001,2,64,['SV Samson' 'KK Nair' 'RR Pant' 'SS Iyer'],['DS Kulkarni' 'PJ Sangwan' 'Basil Thampi' 'DR Smith'],Feroz Shah Kotla
1248,598000,1,71,['MJ Guptill' 'WP Saha' 'GJ Maxwell'],['HH Pandya' 'MJ McClenaghan' 'JJ Bumrah' 'SL Malinga' 'KV Sharma'],"Rajiv Gandhi International Stadium, Uppal"
1249,598000,2,68,['LMP Simmons' 'PA Patel'],['Sandeep Sharma' 'MJ Henry' 'I Sharma' 'MM Sharma'],"Rajiv Gandhi International Stadium, Uppal"
1250,597999,1,54,['SV Samson' 'KK Nair' 'SS Iyer' 'RR Pant'],['JD Unadkat' 'SN Thakur' 'Washington Sundar' 'BA Stokes'],M Chinnaswamy Stadium
1251,597999,2,53,['AM Rahane' 'SPD Smith' 'RA Tripathi' 'MK Tiwary'],['Z Khan' 'Mohammed Shami' 'S Nadeem'],M Chinnaswamy Stadium
1252,597998,1,61,['DR Smith' 'Ishan Kishan'],['B Kumar' 'Mohammed Siraj' 'S Kaul' 'Mohammad Nabi'],Eden Gardens
1253,597998,2,47,['DA Warner' 'S Dhawan' 'MC Henriques' 'V Shankar'],['P Kumar' 'PJ Sangwan' 'JP Faulkner'],Eden Gardens
1254,548381,1,51,['SS Tiwary' 'LMP Simmons' 'RG Sharma'],['TA Boult' 'C de Grandhomme' 'UT Yadav' 'SP Narine'],"MA Chidambaram Stadium, Chepauk"
1255,548381,2,53,['SP Narine' 'CA Lynn' 'G Gambhir' 'RV Uthappa'],['TG Southee' 'MG Johnson' 'KV Sharma'],"MA Chidambaram Stadium, Chepauk"
1256,548380,1,32,['MJ Guptill' 'SE Marsh' 'WP Saha' 'EJG Morgan' 'R Tewatia' 'GJ Maxwell'],['JD Unadkat' 'SN Thakur' 'BA Stokes'],"MA Chidambaram Stadium, Chepauk"
1257,548380,2,43,['AM Rahane' 'RA Tripathi' 'SPD Smith'],['Sandeep Sharma' 'MM Sharma' 'I Sharma' 'R Tewatia' 'AR Patel'],"MA Chidambaram Stadium, Chepauk"
1258,548379,1,37,['CH Gayle' 'Vishnu Vinod' 'V Kohli'],['Z Khan' 'Mohammed Shami' 'PJ Cummins'],M Chinnaswamy Stadium
1259,548379,2,42,['SV Samson' 'SS Iyer' 'KK Nair' 'RR Pant'],['Avesh Khan' 'YS Chahal' 'HV Patel' 'SR Watson'],M Chinnaswamy Stadium
1260,548378,1,33,['AM Rahane' 'RA Tripathi' 'SPD Smith' 'MK Tiwary'],['MJ McClenaghan' 'SL Malinga' 'JJ Bumrah' 'KV Sharma'],Subrata Roy Sahara Stadium
1261,548378,2,42,['LMP Simmons' 'PA Patel' 'RG Sharma' 'AT Rayudu' 'KA Pollard'],['JD Unadkat' 'Washington Sundar' 'LH Ferguson' 'SN Thakur'],Subrata Roy Sahara Stadium
1262,548377,1,30,['DA Warner' 'S Dhawan' 'KS Williamson'],['UT Yadav' 'TA Boult' 'SP Narine'],Sawai Mansingh Stadium
1263,548377,2,48,['RV Uthappa' 'CA Lynn' 'YK Pathan' 'G Gambhir' 'IR Jaggi'],['B Kumar' 'CJ Jordan' 'Rashid Khan' 'S Kaul' 'Bipul Sharma'],Sawai Mansingh Stadium
1264,548376,1,25,['CA Lynn' 'SP Narine' 'G Gambhir' 'RV Uthappa' 'IR Jaggi'],['MG Johnson' 'JJ Bumrah' 'SL Malinga' 'KV Sharma'],"Rajiv Gandhi International Stadium, Uppal"
1265,548376,2,36,['LMP Simmons' 'PA Patel' 'AT Rayudu' 'RG Sharma' 'KH Pandya'],['UT Yadav' 'PP Chawla' 'NM Coulter-Nile' 'SP Narine'],"Rajiv Gandhi International Stadium, Uppal"
1266,548375,1,32,['LMP Simmons' 'PA Patel' 'AT Rayudu' 'RG Sharma'],['JD Unadkat' 'Washington Sundar' 'SN Thakur' 'LH Ferguson'],Subrata Roy Sahara Stadium
1267,548375,2,38,['AM Rahane' 'RA Tripathi' 'SPD Smith'],['KH Pandya' 'MG Johnson' 'JJ Bumrah' 'SL Malinga' 'KV Sharma'],Subrata Roy Sahara Stadium
1268,548374,1,39,['RG Sharma' 'E Lewis' 'Ishan Kishan' 'SA Yadav'],['DL Chahar' 'SR Watson'],Himachal Pradesh Cricket Association Stadium
1269,548374,2,42,['SR Watson' 'AT Rayudu' 'SK Raina'],['MJ McClenaghan' 'Mustafizur Rahman' 'JJ Bumrah' 'HH Pandya'],Himachal Pradesh Cricket Association Stadium
1270,548373,1,45,['C Munro' 'G Gambhir' 'SS Iyer'],['R Ashwin' 'MM Sharma' 'Mujeeb Ur Rahman' 'AR Patel' 'AJ Tye'],"Rajiv Gandhi International Stadium, Uppal"
1271,548373,2,73,['KL Rahul' 'MA Agarwal' 'Yuvraj Singh' 'KK Nair'],['TA Boult' 'Mohammed Shami' 'A Mishra' 'CH Morris'],"Rajiv Gandhi International Stadium, Uppal"
1272,548372,1,52,['BB McCullum' 'Q de Kock' 'V Kohli'],['R Vinay Kumar' 'PP Chawla' 'Kuldeep Yadav'],Feroz Shah Kotla
1273,548372,2,68,['SP Narine' 'CA Lynn' 'RV Uthappa' 'N Rana'],['YS Chahal' 'CR Woakes' 'Washington Sundar' 'UT Yadav'],Feroz Shah Kotla
1274,548371,1,48,['AM Rahane' 'DJM Short' 'SV Samson'],['B Kumar' 'B Stanlake' 'Shakib Al Hasan'],Himachal Pradesh Cricket Association Stadium
1275,548371,2,57,['WP Saha' 'S Dhawan' 'KS Williamson'],['DS Kulkarni' 'JD Unadkat' 'K Gowtham' 'B Laughlin'],Himachal Pradesh Cricket Association Stadium
1276,548370,1,64,['CA Lynn' 'SP Narine' 'RV Uthappa' 'N Rana'],['DL Chahar' 'Harbhajan Singh' 'SR Watson' 'RA Jadeja' 'Imran Tahir'],Wankhede Stadium
1277,548370,2,75,['SR Watson' 'AT Rayudu' 'SK Raina'],['R Vinay Kumar' 'PP Chawla' 'AD Russell' 'TK Curran'],Wankhede Stadium
1278,548369,1,51,['AM Rahane' 'DJM Short' 'BA Stokes' 'SV Samson'],['TA Boult' 'S Nadeem' 'CH Morris'],Feroz Shah Kotla
1279,548369,2,60,['GJ Maxwell' 'RR Pant' 'CH Morris' 'V Shankar'],['K Gowtham' 'DS Kulkarni' 'JD Unadkat' 'B Laughlin'],Feroz Shah Kotla
1280,548368,1,54,['RG Sharma' 'E Lewis' 'Ishan Kishan'],['Sandeep Sharma' 'B Stanlake' 'Rashid Khan' 'S Kaul'],Eden Gardens
1281,548368,2,56,['WP Saha' 'S Dhawan'],['PJ Sangwan' 'JJ Bumrah' 'BCJ Cutting' 'KH Pandya'],Eden Gardens
1282,548367,1,50,['KL Rahul' 'MA Agarwal' 'AJ Finch' 'Yuvraj Singh' 'KK Nair'],['CR Woakes' 'UT Yadav' 'K Khejroliya'],M Chinnaswamy Stadium
1283,548367,2,41,['Q de Kock' 'BB McCullum' 'V Kohli' 'AB de Villiers'],['AR Patel' 'R Ashwin' 'Mujeeb Ur Rahman' 'AJ Tye'],M Chinnaswamy Stadium
1284,548366,1,84,['SA Yadav' 'E Lewis'],['TA Boult' 'S Nadeem' 'Mohammed Shami' 'DT Christian'],"Punjab Cricket Association Stadium, Mohali"
1285,548366,2,53,['JJ Roy' 'G Gambhir' 'RR Pant'],['HH Pandya' 'A Dananjaya' 'JJ Bumrah' 'Mustafizur Rahman'],"Punjab Cricket Association Stadium, Mohali"
1286,548365,1,49,['RV Uthappa' 'CA Lynn' 'N Rana'],['B Kumar' 'B Stanlake' 'S Kaul' 'Rashid Khan'],Sawai Mansingh Stadium
1287,548365,2,46,['WP Saha' 'S Dhawan' 'KS Williamson' 'MK Pandey'],['MG Johnson' 'AD Russell' 'SP Narine' 'PP Chawla'],Sawai Mansingh Stadium
1288,548364,1,52,['AM Rahane' 'DJM Short' 'SV Samson'],['Washington Sundar' 'CR Woakes' 'UT Yadav' 'YS Chahal'],"MA Chidambaram Stadium, Chepauk"
1289,548364,2,64,['BB McCullum' 'V Kohli' 'Q de Kock'],['K Gowtham' 'DS Kulkarni' 'JD Unadkat' 'BA Stokes'],"MA Chidambaram Stadium, Chepauk"
1290,548363,1,75,['KL Rahul' 'CH Gayle'],['DL Chahar' 'Harbhajan Singh' 'SN Thakur'],Eden Gardens
1291,548363,2,53,['SR Watson' 'M Vijay' 'AT Rayudu' 'SW Billings'],['BB Sran' 'MM Sharma' 'AJ Tye' 'Mujeeb Ur Rahman'],Eden Gardens
1292,548362,1,50,['CA Lynn' 'SP Narine' 'RV Uthappa'],['TA Boult' 'CH Morris' 'S Nadeem'],Subrata Roy Sahara Stadium
1293,548362,2,56,['G Gambhir' 'JJ Roy' 'SS Iyer' 'RR Pant' 'GJ Maxwell'],['PP Chawla' 'AD Russell' 'Shivam Mavi' 'SP Narine'],Subrata Roy Sahara Stadium
1294,548361,1,60,['SA Yadav' 'Ishan Kishan' 'RG Sharma' 'E Lewis'],['UT Yadav' 'CR Woakes' 'Washington Sundar' 'Mohammed Siraj'],Sawai Mansingh Stadium
1295,548361,2,55,['V Kohli' 'Q de Kock' 'AB de Villiers' 'Mandeep Singh'],['JJ Bumrah' 'KH Pandya' 'MJ McClenaghan' 'Mustafizur Rahman'],Sawai Mansingh Stadium
1296,548360,1,48,['AM Rahane' 'DJM Short'],['PP Chawla' 'Kuldeep Yadav' 'SP Narine' 'Shivam Mavi'],Wankhede Stadium
1297,548360,2,53,['SP Narine' 'CA Lynn' 'RV Uthappa'],['K Gowtham' 'DS Kulkarni' 'JD Unadkat' 'B Laughlin'],Wankhede Stadium
1298,548359,1,49,['KL Rahul' 'CH Gayle'],['B Kumar' 'CJ Jordan' 'Rashid Khan' 'S Kaul'],"Rajiv Gandhi International Stadium, Uppal"
1299,548359,2,40,['WP Saha' 'S Dhawan' 'KS Williamson' 'YK Pathan' 'MK Pandey'],['BB Sran' 'MM Sharma' 'AJ Tye'],"Rajiv Gandhi International Stadium, Uppal"
1300,548358,1,69,['SR Watson' 'AT Rayudu' 'SK Raina'],['STR Binny' 'K Gowtham' 'JD Unadkat' 'BA Stokes' 'B Laughlin'],Subrata Roy Sahara Stadium
1301,548358,2,35,['AM Rahane' 'H Klaasen' 'SV Samson' 'BA Stokes' 'JC Buttler'],['DL Chahar' 'SN Thakur' 'SR Watson'],Subrata Roy Sahara Stadium
1302,548357,1,50,['CA Lynn' 'SP Narine' 'RV Uthappa'],['AS Rajpoot' 'Mujeeb Ur Rahman' 'BB Sran' 'AJ Tye'],Feroz Shah Kotla
1303,548357,2,73,['KL Rahul' 'CH Gayle'],['Shivam Mavi' 'AD Russell' 'N Rana' 'SP Narine' 'PP Chawla'],Feroz Shah Kotla
1304,548356,1,28,['JJ Roy' 'G Gambhir' 'SS Iyer' 'RR Pant'],['UT Yadav' 'CR Woakes' 'YS Chahal'],M Chinnaswamy Stadium
1305,548356,2,43,['Q de Kock' 'M Vohra' 'V Kohli' 'AB de Villiers'],['TA Boult' 'GJ Maxwell' 'S Nadeem' 'CH Morris'],M Chinnaswamy Stadium
1306,548355,1,27,['SR Watson' 'F du Plessis' 'SK Raina'],['B Kumar' 'B Stanlake' 'Shakib Al Hasan' 'S Kaul'],Wankhede Stadium
1307,548355,2,40,['RK Bhui' 'MK Pandey' 'KS Williamson' 'DJ Hooda' 'Shakib Al Hasan'],['DL Chahar' 'SN Thakur' 'SR Watson'],Wankhede Stadium
1308,548354,1,43,['SA Yadav' 'E Lewis' 'Ishan Kishan'],['DS Kulkarni' 'K Gowtham' 'JC Archer' 'JD Unadkat'],"Punjab Cricket Association Stadium, Mohali"
1309,548354,2,43,['AM Rahane' 'RA Tripathi' 'SV Samson' 'BA Stokes'],['MJ McClenaghan' 'JJ Bumrah' 'KH Pandya' 'Mustafizur Rahman'],"Punjab Cricket Association Stadium, Mohali"
1310,548353,1,51,['KL Rahul' 'AJ Finch' 'MA Agarwal' 'KK Nair'],['TA Boult' 'Avesh Khan' 'LE Plunkett'],Eden Gardens
1311,548353,2,48,['PP Shaw' 'G Gambhir' 'GJ Maxwell' 'RR Pant' 'SS Iyer'],['AS Rajpoot' 'BB Sran' 'AJ Tye'],Eden Gardens
1312,548352,1,51,"['S Dhawan' 'KS Williamson' 'WP Saha' 'MK Pandey' 'Shakib Al Hasan'
 'YK Pathan']",['JJ Bumrah' 'MJ McClenaghan' 'HH Pandya'],"MA Chidambaram Stadium, Chepauk"
1313,548352,2,22,['SA Yadav' 'E Lewis' 'Ishan Kishan' 'RG Sharma' 'KH Pandya'],['Sandeep Sharma' 'Mohammad Nabi' 'Shakib Al Hasan'],"MA Chidambaram Stadium, Chepauk"
1314,548351,1,52,['Q de Kock' 'V Kohli' 'AB de Villiers'],['DL Chahar' 'SN Thakur' 'Harbhajan Singh'],Subrata Roy Sahara Stadium
1315,548351,2,55,['SR Watson' 'AT Rayudu' 'SK Raina' 'SW Billings'],['P Negi' 'UT Yadav' 'Washington Sundar' 'Mohammed Siraj'],Subrata Roy Sahara Stadium
1316,548350,1,37,['S Dhawan' 'KS Williamson' 'WP Saha' 'MK Pandey' 'Shakib Al Hasan'],['AS Rajpoot' 'BB Sran'],M Chinnaswamy Stadium
1317,548350,2,44,['KL Rahul' 'CH Gayle'],['Sandeep Sharma' 'Mohammad Nabi' 'S Kaul'],M Chinnaswamy Stadium
1318,548349,1,57,['PP Shaw' 'C Munro'],['PP Chawla' 'Kuldeep Yadav' 'Shivam Mavi' 'SP Narine' 'MG Johnson'],Sawai Mansingh Stadium
1319,548349,2,51,['CA Lynn' 'SP Narine' 'RV Uthappa' 'N Rana' 'KD Karthik' 'Shubman Gill'],['TA Boult' 'GJ Maxwell' 'Avesh Khan' 'LE Plunkett'],Sawai Mansingh Stadium
1320,548348,1,51,['SR Watson' 'AT Rayudu' 'SK Raina'],['MJ McClenaghan' 'JJ Bumrah' 'HH Pandya' 'KH Pandya'],Barabati Stadium
1321,548348,2,50,['SA Yadav' 'E Lewis'],['DL Chahar' 'SN Thakur' 'SR Watson' 'Harbhajan Singh'],Barabati Stadium
1322,548347,1,39,['AD Hales' 'S Dhawan' 'KS Williamson'],['K Gowtham' 'DS Kulkarni' 'JC Archer' 'JD Unadkat'],"MA Chidambaram Stadium, Chepauk"
1323,548347,2,43,['AM Rahane' 'RA Tripathi' 'SV Samson'],['Sandeep Sharma' 'Shakib Al Hasan' 'Basil Thampi' 'S Kaul'],"MA Chidambaram Stadium, Chepauk"
1324,548346,1,40,['Q de Kock' 'BB McCullum'],['PP Chawla' 'SP Narine' 'MG Johnson' 'Shivam Mavi'],Wankhede Stadium
1325,548346,2,51,['CA Lynn' 'SP Narine'],['TG Southee' 'UT Yadav' 'YS Chahal'],Wankhede Stadium
1326,548345,1,56,['SR Watson' 'F du Plessis'],['TA Boult' 'Avesh Khan' 'R Tewatia' 'LE Plunkett'],Feroz Shah Kotla
1327,548345,2,59,['PP Shaw' 'C Munro' 'SS Iyer' 'RR Pant'],['L Ngidi' 'KM Asif' 'SR Watson'],Feroz Shah Kotla
1328,548344,1,43,['M Vohra' 'Q de Kock'],['JP Duminy' 'MJ McClenaghan' 'JJ Bumrah' 'KH Pandya'],Eden Gardens
1329,548344,2,40,['SA Yadav' 'Ishan Kishan' 'JP Duminy' 'RG Sharma' 'KA Pollard'],['TG Southee' 'UT Yadav' 'Mohammed Siraj'],Eden Gardens
1330,548343,1,62,['PP Shaw' 'C Munro' 'SS Iyer'],['DS Kulkarni' 'JC Archer' 'K Gowtham' 'JD Unadkat' 'S Gopal'],"MA Chidambaram Stadium, Chepauk"
1331,548343,2,79,['DJM Short' 'JC Buttler'],['S Nadeem' 'TA Boult' 'Avesh Khan' 'LE Plunkett' 'A Mishra'],"MA Chidambaram Stadium, Chepauk"
